,title,genre,rating,description,votes,tiers,anger,disgust,fear,joy,neutral,sadness,surprise,genre_list,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
4029,Captive,Documentary,6.8,"Documentary series that depicts hostage negotiations, the stories are told by the victims themselves.",751.0,7.0,0.011078219,0.06433086,0.010528174,0.047501337,0.84156585,0.015203334,0.009792177,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,The Treasure of the Silver Lake,"Adventure, Western",6.8,"In their first cinematic adventure, Apache chief Winnetou and mountain man Old Shatterhand pursue a gang of murderous outlaws who will stop at nothing to find the legendary treasure of Silver Lake.",3263.0,7.0,0.706017,0.036332175,0.15266216,0.007235562,0.087747075,0.00292659,0.007079403,"['Adventure', 'Western']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4031,Winnetou: The Red Gentleman,"Western, Adventure",6.5,"Forester, a ruthless oil baron, wants to create a war between the native American tribes and the white men. Old Shatterhand, Winnetou and their sidekick Castlepool try to prevent this.",3253.0,7.0,0.5350516,0.08281174,0.034206774,0.006449715,0.32416147,0.014764358,0.002554339,"['Western', 'Adventure']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4032,Big Tree City,"Animation, Action, Adventure",8.2,"Follows Major Prickles and his overzealous team, as they try to save the citizens of Big Tree City.",49.0,9.0,0.7247964,0.05360226,0.006951725,0.003981888,0.18452612,0.020517511,0.005624063,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,44 Cats,"Animation, Adventure, Comedy",6.0,"44 Cats is a preschool comedy series that follows the daily adventures of four cats named Lampo, Milady, Pilou, and Meatball. All of them are part of a music band called 'The Buffycats'.",290.0,6.0,0.006725096,0.007582394,0.001987328,0.5759179,0.365308,0.015467022,0.027012333,"['Animation', 'Adventure', 'Comedy']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034,Titletown High,"Reality-TV, Sport",5.6,"Titletown High follows the nation's winningest high school football team as they tackle age-old rivalries, teenage romance and real-life drama while vying for a championship title under infamous head coach Rush Propst.",340.0,6.0,0.052053828,0.043035038,0.026682673,0.03578452,0.80209404,0.010651002,0.029698905,"['Reality-TV', 'Sport']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4035,Como Caído Del Cielo,"Comedy, Drama, Musical",6.5,Mexican legend Pedro Infante receives another opportunity on earth to redeem himself for his forays with women and earn heaven in the body of an imitator.,1471.0,7.0,0.017952062,0.022868397,0.002190905,0.34592563,0.5762968,0.013656445,0.021109782,"['Comedy', 'Drama', 'Musical']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4036,Los héroes del mal,"Crime, Drama, Thriller",6.1,"Three teenagers, brought together by bullying, indulge in petty theft, sex and drugs. They inevitably realize they can resort to violence to take revenge on everyone who has humiliated them: students, teachers and other outcasts. One of them escalates to killing, and desires to kill again. Anyone can become his next victim. The other two face the question: should they resort to violence to stop ...                See full summary »",1088.0,7.0,0.77444464,0.050504718,0.102792315,0.004071833,0.033516664,0.03210397,0.002565807,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4037,A Plastic Ocean,Documentary,7.9,"Journalist Craig Leeson teams up with diver Tanya Streeter and an international team of scientists and researchers, and they travel to twenty locations around the world over the next four years to explore the fragile state of our oceans.",3092.0,8.0,0.011779715,0.003058233,0.029419677,0.062786974,0.8570178,0.005275894,0.030661779,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,Salt Fat Acid Heat,Documentary,7.7,"Docuseries, based on the award-winning book, explores the essence of cooking and the vital ingredients at the heart of a great dish.",2505.0,8.0,0.005292652,0.033683643,0.002424796,0.1508184,0.79470044,0.004497907,0.008582116,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,Medicinen,"Comedy, Drama",5.5,"Johanna works as a jounalist on a womens magazine. But her boss is an idiot, her salary is ridiciolus and her husband has left her for a younger woman. With a great life crisis she decided to try a new medicine. She is not prepared for the results.",1073.0,6.0,0.04747913,0.075399294,0.013580268,0.003355803,0.7485177,0.09365113,0.018016592,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,Dave Chappelle: Equanimity,Comedy,8.1,"Dave talks about not actually growing up in the projects, the hate he received from the transgender community, and from fake news.",12553.0,9.0,0.33079532,0.55371237,0.00672459,0.000981839,0.08829814,0.015840044,0.003647747,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4041,Iron Chef: Mexico,"Game-Show, Reality-TV",8.7,Rising talents participate in this cooking competition against three of Mexico's finest chefs to win the mythical katana and become the Legendary Chef.,8.0,9.0,0.02342997,0.0074051,0.008335082,0.08693148,0.8397215,0.004155815,0.030021034,"['Game-Show', 'Reality-TV']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4042,The Women and the Murderer,"Documentary, Crime",6.4,"Two brave women, a police chief and a victim's mother, make tireless efforts to find and prosecute serial killer Guy Georges, in 1990s Paris.",1324.0,7.0,0.2468525,0.19021596,0.2119141,0.20655283,0.12230287,0.019133609,0.003028137,"['Documentary', 'Crime']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,Kipper,"Animation, Short, Comedy",7.0,"In this charming collection of tales, the curious Kipper explores the attic, goes fishing with Tiger, finds a magical umbrella, takes a trip to the seaside, receives a visitor in the night and more.",967.0,7.0,0.0022626,0.004944615,0.004503715,0.58830434,0.33381432,0.006795302,0.059375126,"['Animation', 'Short', 'Comedy']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4044,Monster Hunter: Legends of the Guild,"Animation, Action, Adventure",5.1,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",1312.0,6.0,0.005865656,0.01185844,0.95666295,0.001884404,0.018757723,0.003123689,0.001847263,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,Beyblade Burst,"Animation, Action, Adventure",6.6,"Valt Aoi is a hot-blooded kid who loves to attack and wields a Beyblade named Valkyrie. His close friend Shu Kurenai is an elite Blader who is a genius but still puts in a lot of effort, and wields the Beyblade named Spriggan.",602.0,7.0,0.07320844,0.08203543,0.001650749,0.11871969,0.7088613,0.006559925,0.008964519,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,Dealin' with Idiots,Comedy,5.4,"After experiencing the insanity of the adults connected to his son's baseball team, a comedian researches for a comedy movie about them.",1433.0,6.0,0.049967427,0.2935039,0.008870073,0.12231439,0.47947022,0.020786637,0.025087282,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4047,Dave Chappelle,"Documentary, Comedy",8.7,"Comedian Dave Chappelle makes his triumphant return to the screen with a pair of blistering, never-before-aired specials from his personal vault.",2851.0,9.0,0.4175443,0.014331268,0.002722547,0.03614809,0.49693745,0.00715101,0.025165206,"['Documentary', 'Comedy']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048,A Little Help with Carol Burnett,Talk-Show,6.3,"With some help from Carol Burnett, kids dish out advice to celebrities and everyday people alike in front of a live audience.",240.0,7.0,0.007829108,0.010109929,0.003599204,0.050353043,0.9094046,0.003481162,0.015222978,['Talk-Show'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4049,Fate/Extra Last Encore,"Animation, Action, Fantasy",5.4,"Waking up in a strange virtual world with no recollection of the past, Hakuno finds himself forced to fight for survival in a war he does not understand for a prize beyond value; the ...                See full summary »",821.0,6.0,0.021467105,0.005079836,0.814462,0.015807824,0.020412207,0.034891937,0.08787906,"['Animation', 'Action', 'Fantasy']",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,Taylor Tomlinson: Quarter-Life Crisis,Comedy,7.4,"She's halfway through her 20s, and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices.",3960.0,8.0,0.012074227,0.017631384,0.002618143,0.006023584,0.9153702,0.03484065,0.011441775,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,Bon Cop Bad Cop 2,"Action, Comedy, Crime",6.6,A francophone S.Q. officer and an anglophone O.P.P officer reunite to investigate a large car theft ring led by an Italian mobster.,4194.0,7.0,0.09866735,0.10865756,0.16436954,0.23146601,0.31608754,0.06680935,0.013942687,"['Action', 'Comedy', 'Crime']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4052,Coming Soon,"Comedy, Drama, Romance",7.3,"Pirated DVD seller Zafer who is formerly an extra in movies; swore to give up illegal works when his wife wanted to get divorce. To win his family back, he and his old-fashioned crew ...                See full summary »",34287.0,8.0,0.43266582,0.04890331,0.041695286,0.11892073,0.12673967,0.19950359,0.031571552,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4053,Yucatán,"Adventure, Comedy, Romance",5.5,"Two white collar thieves compete fiercely against the other trying to steal millions from an old baker, that he won in the lotto.",2175.0,6.0,0.19878228,0.03038354,0.003853721,0.013674947,0.7258563,0.007380648,0.02006859,"['Adventure', 'Comedy', 'Romance']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4054,Shadow,"Action, Crime, Drama",6.5,"In Johannesburg, tough ex-cop Shadow pursues justice on his own terms and seeks to help those who are powerless to protect themselves.",979.0,7.0,0.10680651,0.08160178,0.2093825,0.011069977,0.5279737,0.05883104,0.004334423,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,Goedam,"Short, Horror, Mystery",5.7,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends.",995.0,6.0,0.000991313,0.002448713,0.9824409,0.001309816,0.007629412,0.002144189,0.003035672,"['Short', 'Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4056,Autumn Girl,"Biography, Drama, Musical",5.5,"Polish film and music icon Kalina Jedrusik, a scandalous free-spirited sex symbol, fights for her independence in the prude society of the 1960s.",612.0,6.0,0.087092064,0.753346,0.02118193,0.01614513,0.062998034,0.056934893,0.002301895,"['Biography', 'Drama', 'Musical']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4057,Andes Mágicos,Documentary,7.8,"6-part documentary series showcasing the landscape and people living in the Andes mountain regions from the southern tip of South America across Argentinia, Chile, Bolivia, Peru, Ecuador and Colombia.",553.0,8.0,0.011195244,0.013710423,0.05561505,0.09808725,0.74220014,0.018762035,0.060429804,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,Samurai Gourmet,"Adventure, Comedy",8.1,"A 60 year old retired salary-man finds new purpose in exploring the food of his neighborhood. Aided by his fantasy companion, a samurai who inspires him to boldly experience this new chapter of his life.",2123.0,9.0,0.020791043,0.0639051,0.008922774,0.0947461,0.7239057,0.07654237,0.011186941,"['Adventure', 'Comedy']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,Rage of Bahamut: Genesis,"Animation, Action, Fantasy",7.3,"The story first starts off around Favaro Leone who is a bounty hunter, collecting money off of bounties he collects (demons). Favaro Leone soon runs into Amira who has no clue what is ...                See full summary »",1515.0,8.0,0.12822756,0.024208035,0.20329435,0.15215379,0.23764317,0.081807405,0.17266569,"['Animation', 'Action', 'Fantasy']",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,Rainbow Ruby,"Animation, Adventure, Comedy",6.5,"Rainbow Ruby comes to the rescue whenever a doll friend needs help! When Choco's heart starts to glow, she knows it's time for a magical journey into Rainbow Village. With the help of her ...                See full summary »",81.0,7.0,0.065448664,0.010202076,0.08664235,0.50545573,0.14448886,0.109080404,0.07868191,"['Animation', 'Adventure', 'Comedy']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,Body of My Enemy,"Crime, Drama, Mystery",6.6,"Francois always despised the textile barons who ruled his local town. But he fell in love with the family heiress Gilberte. Ten years ago, he would have married her. Now only hatred holds them together. Francois is accused of murder. A hooker and a football star lie slaughtered. He thinks he has been framed by the mob. Going underground, he finds that the trail leads all the way to the top - to ...                See full summary »",2152.0,7.0,0.6018313,0.28467393,0.027838925,0.001741526,0.037010428,0.04271615,0.004187699,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4062,Sex: Unzipped,"Documentary, Comedy",2.8,"Rap superstar Saweetie hosts a celebration of sexual health and positivity, with help from expert educators, candid stand-ups and uninhibited puppets.",416.0,3.0,0.008705017,0.073224485,0.004385443,0.46603423,0.4127297,0.013480052,0.02144109,"['Documentary', 'Comedy']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,Cong qian you zuo ling jian shan,"Action, Adventure, Comedy",7.3,"A story that follows Wang Lu, a young genius, who enters the Spirit Blade Sect and embarks on an unconventional journey towards immortal cultivation. The Spirit Blade Sect was established ...                See full summary »",300.0,8.0,0.030674692,0.01151526,0.06296533,0.2759134,0.50532085,0.027337205,0.08627318,"['Action', 'Adventure', 'Comedy']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,Fierce,"Comedy, Music",5.5,"Talent and passion for music can take one to the very top. On the way, however, there are going to be showbiz traps.",1266.0,6.0,0.005009345,0.00475013,0.006944075,0.00866832,0.9483488,0.008389642,0.017889645,"['Comedy', 'Music']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4065,"Ariana Grande: Excuse Me, I Love You","Documentary, Music",6.3,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,2642.0,7.0,0.006401633,0.004393292,0.016487187,0.6470776,0.23760086,0.05699256,0.031046823,"['Documentary', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4066,The Land Before Time XIV: Journey of the Brave,"Animation, Adventure, Comedy",5.6,"After his father doesn't return from an important journey, Littlefoot and company set out to find him.",766.0,6.0,0.73813784,0.06664371,0.038053103,0.003367987,0.07261089,0.07938428,0.001802202,"['Animation', 'Adventure', 'Comedy']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,Money Flower,Drama,7.5,"""Money Flower"" tells the story of people who are driven by greed. Kang Pil-Joo (Jang Hyuk) grew up at an orphanage, but he now works as a managing director of a legal team at a corporation....                See full summary »",300.0,8.0,0.3012139,0.056545123,0.14314686,0.09512896,0.1341917,0.16865738,0.101116136,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,Christiane Amanpour Sex & Love Around the World,Documentary,7.3,"CNN's award-winning journalist, Christiane Amanpour travels around the world to talk with women about the rules of engagement in relationships and intimacy. In this six-part documentary ...                See full summary »",882.0,8.0,0.075093,0.03612536,0.19247484,0.17880668,0.37720495,0.06798444,0.072310686,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,Tactical Force,Action,4.7,"A training exercise for the LAPD SWAT Team goes terribly wrong when they find themselves pitted against two rival gangs while trapped in an abandoned Hangar, armed with nothing but blanks.",5916.0,5.0,0.0670571,0.14293216,0.74145466,0.000823148,0.023727119,0.0173462,0.0066596,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,The American Barbecue Showdown,Reality-TV,7.1,Food competition that follows the country's best backyard smokers and competitive barbecuers as they compete for the title of American Barbecue Champion.,1239.0,8.0,0.07021173,0.027695443,0.00626759,0.1659298,0.6994743,0.004391572,0.026029678,['Reality-TV'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4071,The Gospel of John,Drama,7.7,"The life and toils of Jesus Christ, depicted as written in the gospel of John. Narrated in English, following the New International Version of the scripture, while the actors speak in Aramaic.",928.0,8.0,0.006210876,0.22837912,0.008470097,0.053090196,0.6784874,0.013386698,0.011975652,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,The Man Without Gravity,"Comedy, Drama, Fantasy",5.8,"Oscar comes to light on a stormy night, in the hospital of a small town and immediately we understand that there is something extraordinary in him : Does not obey the law of gravity. It ...                See full summary »",2572.0,6.0,0.056714423,0.008565715,0.65931773,0.019232575,0.02551882,0.0638193,0.16683146,"['Comedy', 'Drama', 'Fantasy']",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,The Principal,Drama,7.4,The Principal is set in a notoriously violent and difficult Australian high school. Matt Bashir is promoted to Principal of Boxdale Boys High because of his different and radical approach to reform.,1387.0,8.0,0.16027968,0.72098255,0.030562652,0.007705366,0.0681398,0.00914079,0.003189192,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,Leftenan Adnan,"Biography, Drama, History",6.8,"This film is about a Malaysian soldier, Lieutenant Adnan Saidi, who fought bravely against the Japanese Imperial Army during World War 2.",145.0,7.0,0.026604319,0.053184085,0.20281199,0.39504018,0.29893762,0.015292819,0.008128892,"['Biography', 'Drama', 'History']",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,Dale Gas,"Action, Crime, Thriller",7.5,Add a Plot,64.0,8.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4076,"Good Bye, My Princess","Action, Drama, Fantasy",7.8,"Xiao Feng (Peng Xiao Ran) is the beloved princess of Western Liang when she is arranged to marry the crown prince Li Cheng Yin (Chen Xing Xu). Loved by her people immensely, she sets off on...                See full summary »",188.0,8.0,0.05142283,0.003113964,0.019289162,0.68908465,0.042859707,0.12934434,0.06488534,"['Action', 'Drama', 'Fantasy']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,Tragic Jungle,"Adventure, Drama, Mystery",5.6,"To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural.",971.0,6.0,0.035236612,0.5300603,0.2822767,0.004407154,0.11717379,0.0274609,0.00338469,"['Adventure', 'Drama', 'Mystery']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4078,Ben Platt Live from Radio City Music Hall,Music,8.3,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage - numbers from his debut LP, ""Sing to Me Instead.""",507.0,9.0,0.005718822,0.007741299,0.002590913,0.19315723,0.7108574,0.011394695,0.06853964,['Music'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4079,Murder to Mercy: The Cyntoia Brown Story,Documentary,6.3,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",2818.0,7.0,0.08768654,0.13708362,0.007633903,0.008591172,0.09232719,0.66070604,0.005971529,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,Ang probinsyano,"Action, Adventure, Crime",3.6,"The story of Cardo Dalisay as he faces terrorists, drug dealers, and other criminals in the Philippines.",296.0,4.0,0.033253934,0.0544726,0.6317892,0.006820661,0.23828577,0.02704649,0.008331384,"['Action', 'Adventure', 'Crime']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,The Snitch Cartel: Origins,"Crime, Drama",5.6,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",195.0,6.0,0.16371311,0.19426933,0.01979402,0.08653545,0.4874766,0.04268662,0.005524875,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,Shinchan,"Animation, Comedy, Family",8.4,"Shinchan is the naughtiest 5 year old boy around. He is smitten with older women, an urge he never manages to saturate. This page covers the original Japanese version as aired in Japan.",969.0,9.0,0.018976117,0.8104496,0.006566498,0.002877585,0.14813194,0.008671327,0.004326981,"['Animation', 'Comedy', 'Family']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,The Mr. Peabody & Sherman Show,"Animation, Adventure, Comedy",5.5,The world's smartest dog and his boy host a TV talk show.,457.0,6.0,0.035628516,0.1119469,0.005012774,0.221075,0.5836088,0.014482664,0.028245337,"['Animation', 'Adventure', 'Comedy']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,They'll Love Me When I'm Dead,Documentary,7.4,"In the final fifteen years of the life of legendary director Orson Welles he pins his Hollywood comeback hopes on a film, The Other Side of the Wind, in itself a film about an aging film director trying to finish his last great movie.",5097.0,8.0,0.006683604,0.019303031,0.003738586,0.18906856,0.7157588,0.052311875,0.013135549,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,Astro Boy,"Animation, Action, Adventure",6.9,"Starring Astro, Japan's first Superhero and a modern folk hero- an anime adaption for the new century based on the seminal manga 'Astro Boy' by the 'God of Manga' Osamu Tezuka.",485.0,7.0,0.00864586,0.006636179,0.013356842,0.7277543,0.120189354,0.009039175,0.114378355,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,The Door,"Comedy, Drama",6.9,"Yakup and Semsa are Syriac families living in Berlin with their three children and grandchildren. Twenty-five years ago they migrated from Mardin to Berlin. One day, a call comes from ...                See full summary »",2185.0,7.0,0.08883397,0.01573306,0.15170193,0.27315834,0.19871974,0.13299805,0.13885489,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,Komt een vrouw bij de dokter,"Drama, Romance",6.8,A serial adulterer faces his demons when his loving wife falls severely ill.,5351.0,7.0,0.013206658,0.39349535,0.099300556,0.003937514,0.054164246,0.43297994,0.002915697,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4088,Shining Inheritance,"Comedy, Drama, Romance",7.6,After losing her father Go Eun-sung's stepmother kicks her and her autistic brother out of the house. Shortly after her brother is kidnapped. Eun-sung now has to look for her brother while also trying to find a job in order to survive.,880.0,8.0,0.06634023,0.01923222,0.048995797,0.001334362,0.023241838,0.83677244,0.004083165,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4089,Serigala Terakhir,"Action, Crime, Drama",6.6,Childhood friends who have the same story and same condition made a gang with their other friends. Their gang is named Serigala Terakhir a.k.the Last Wolves. They have a dream to be the biggest mafia that can they reach.,365.0,7.0,0.056848027,0.06345698,0.026876697,0.056046236,0.7458662,0.027979312,0.022926603,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,New World,Reality-TV,7.7,"In this reality show, six celebs strategize and sabotage to earn virtual currency they can cash in on the final day of their stay on a utopian island.",310.0,8.0,0.25981742,0.055763014,0.00797253,0.016518326,0.64524555,0.008760762,0.005922355,['Reality-TV'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4091,Papa Hemingway in Cuba,"Biography, Drama",6.3,"In 1959, a young journalist ventures to Havana, Cuba to meet his idol, the legendary Ernest Hemingway who helped him find his literary voice, while the Cuban Revolution comes to a boil around them.",1548.0,7.0,0.22324081,0.22977765,0.0428759,0.06195948,0.42026225,0.016060606,0.005823327,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,Hi Score Girl,"Animation, Comedy, Romance",8.0,The funny and romantic misadventures of a couple of kids passionate about arcade games in 1991 Japan.,2045.0,8.0,0.005941784,0.0127304,0.002188074,0.87677646,0.0540909,0.010128983,0.03814353,"['Animation', 'Comedy', 'Romance']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4093,One of Our Dinosaurs Is Missing,"Adventure, Comedy, Family",5.9,"A suspected Western spy steals a secret microfilm from China and hides it in the skeleton of a museum dinosaur, prompting a frantic search for it by various interested parties.",1817.0,6.0,0.03435124,0.003458256,0.93352604,0.001336524,0.018524779,0.003223917,0.005579258,"['Adventure', 'Comedy', 'Family']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,Seven in Heaven,"Drama, Horror, Mystery",5.3,Teenagers Jude and June spend seven minutes in a locked closet and emerge in a hostile and dangerous alternate world.,2748.0,6.0,0.53903806,0.23498741,0.022488518,0.004014399,0.17610665,0.019443164,0.00392176,"['Drama', 'Horror', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
