,title,year,certificate,duration,genre,rating,description,stars,votes,tiers,anger,disgust,fear,joy,neutral,sadness,surprise
6372,Tiffany Haddish: Black Mitzvah,(2019 TV Special),TV-MA,55 min,Comedy,6.3,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.","['Linda Mendoza', '| ', '    Star:', 'Tiffany Haddish']",983,7.0,0.0048828046,0.00344857,0.0007718083,0.8852934,0.054675885,0.012919391,0.038008053
6373,Last Sons of America,,,,"Comedy, Sci-Fi",,A pair of brothers work as adoption agents in a world where America has become infertile and children are a valuable commodity.,"['Josh Mond', '| ', '    Star:', 'Peter Dinklage']",,,0.029676002,0.23261331,0.0025443942,0.088311516,0.6225535,0.010590205,0.013711085
6374,Captain Underpants: Epic Choice-o-Rama,(2020),TV-Y7-FV,37 min,"Animation, Short, Action",5.9,"In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens","['Todd Grimes', '| ', '    Stars:', 'Nat Faxon, ', 'Jay Gragnani, ', 'Ramone Hamilton, ', 'Sean Astin']",124,6.0,0.44818115,0.015402226,0.036515698,0.009651866,0.4497121,0.006192065,0.03434496
6375,Being Napoleon,(2018),,88 min,Documentary,5.4,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.","['Jesse Handsher, ', 'Olivier Roland']",136,6.0,0.0064760162,0.0053902934,0.0042517306,0.1092433,0.79125637,0.020544123,0.06283812
6376,Die Präsenz,(2014),,83 min,Horror,4.0,Markus spends some time with his girlfriend Rebecca and friend Lukas in Hohnau castle which is uninhabited and supposed to be haunted. For two of them it's the last days of their lives.,"['Daniele Grieco', '| ', '    Stars:', 'Liv Lisa Fries, ', 'Matthias Dietrich, ', 'Henning Nöhren, ', 'Susanne Reuter']","1,482",4.0,0.0068437466,0.03089799,0.72753406,0.0037778546,0.13283214,0.070095666,0.028018456
6377,Meet the Mormons,(2014),PG,78 min,Documentary,6.4,"Meet the Mormons examines the very diverse lives of six devout members of the Church of Jesus Christ of Latter-day Saints. Filmed on location and across the globe, Meet the Mormons takes ...                See full summary »","['Blair Treu', '| ', '    Stars:', 'Jermaine Sullivan, ', 'Ken Niumatalolo, ', 'Carolina Muñoz Marin, ', 'Bishnu Adhikari']","2,011",7.0,0.011509468,0.006170658,0.054648597,0.67842036,0.17855214,0.024451392,0.046247337
6378,My Name Is Barbra,(1965 TV Special),,60 min,"Family, Music",8.3,"Barbra Streisand's first television special, featuring a medley of her hit songs, such as ""People,"" ""Happy Days Are Here Again"" and ""My Man.""","['Dwight Hemion, ', 'Joe Layton', '| ', '    Star:', 'Barbra Streisand']",364,9.0,0.003269899,0.0051751034,0.0072979955,0.8322711,0.066626176,0.006041353,0.07931835
6379,The Unsaved,(2013),,80 min,Drama,6.8,"The Unsaved is a drama about about a Sancho Panza and not a Don Quijote. It's about the every day's non-hero facing circumstances and not adventures, it's about Viorel, a 25-year-old ...                See full summary »","['Igor Cobileanski', '| ', '    Stars:', 'Igor Babiac, ', 'Sergiu Voloc, ', 'Ela Ionescu, ', 'Igor Caras-Romanov']",485,7.0,0.04058735,0.01982484,0.06977228,0.14939263,0.16726507,0.4978683,0.05528957
6380,Nevenka: Breaking the Silence,(2021),TV-14,114 min,"Documentary, Crime",6.9,"The story of the first sexual harassment case in Spain was a scandal. Nevenka Fernández, its protagonist, discusses it in this documentary.",['Nevenka Fernández'],687,7.0,0.018560672,0.87057126,0.031055722,0.0029664368,0.058346026,0.01591844,0.0025814234
6381,Towako Omameda and Her Three Ex-husbands,(2021),,,Comedy,7.8,"Towako Omameda recently became the president of the construction company ""Shirokuma Housing"". She has experienced three divorces and is currently living with her 15-year-old daughter, Uta. ...                See full summary »","['Masaki Okada, ', 'Takako Matsu, ', 'Ryûhei Matsuda, ', 'Natsumi Ishibashi']",215,8.0,0.033527482,0.00989536,0.052720174,0.3056296,0.077695176,0.46710867,0.05342353
6382,Ember,(VI),,,"Animation, Action, Adventure",,Add a Plot,['Sergio Pablos'],,,0.014831012,0.0033326657,0.0033610025,0.007689098,0.946936,0.008139871,0.015710289
6383,Rodney King,(2017 TV Special),TV-MA,52 min,"Comedy, Drama",5.9,Roger Guenveur Smith performs his one man show focusing on the life and times of Rodney King.,"['Spike Lee', '| ', '    Star:', 'Roger Guenveur Smith']",610,6.0,0.007171108,0.008841339,0.0016317666,0.037905805,0.91514295,0.015070815,0.014236271
6384,Chris D'Elia: Man on Fire,(2017 TV Special),TV-MA,65 min,Comedy,6.5,"Actor and comic Chris D'Elia delivers a hilarious take down of life's greatest pitfalls in his Netflix Original comedy special ""Chris D'Elia: Man on Fire.""","[""Bill D'Elia"", '| ', '    Star:', ""Chris D'Elia""]","1,738",7.0,0.0074563255,0.006552238,0.009109871,0.7970775,0.14983684,0.016895154,0.013072021
6385,Bill Hicks: Revelations,(1993 TV Special),Not Rated,57 min,"Documentary, Comedy",8.5,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.","['Chris Bould', '| ', '    Star:', 'Bill Hicks']","3,109",9.0,0.062845826,0.8998735,0.00486809,0.0019543562,0.022160845,0.005107938,0.0031894597
6386,Sol Levante,(2020),,4 min,"Animation, Short, Action",4.7,A young warrior leaves in search of the sacred place which is said to grant wishes. Better not to stir the wrath of the ancient guardian spirits.,['Akira Saitou'],545,5.0,0.8699621,0.09756327,0.0030013244,0.00086124626,0.022313653,0.0050116363,0.0012866838
6387,Underworld,,,,Thriller,,"Follow a sprawling tapestry spread across decades that has a through line of the home run Bobby Thomson hit in 1951 to win the pennant for the New York Giants, breaking the hearts of crosstown fans of the Brooklyn Dodgers.",['Theodore Melfi'],,,0.011926449,0.0070754346,0.0052966783,0.034102082,0.7798253,0.060217317,0.10155671
6388,Rattle the Cage,(2015),,96 min,"Crime, Drama, Thriller",6.7,"Being behind bars is the least of Talal's problems as the insane Officer Daban plays a cruel game. In order to save himself and his family, Talal has to play along.","['Majid Al Ansari', '| ', '    Stars:', 'Ali Suliman, ', 'Omar Abdulhamid, ', 'Abdalla Bu Abed, ', 'Dana Abed']","1,623",7.0,0.15403864,0.46911108,0.012995546,0.0031287202,0.056356672,0.3004927,0.003876641
6389,Tee Shot: Ariya Jutanugarn,(2019 TV Movie),,103 min,"Biography, Drama, Sport",6.8,"This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world. (Source: Netflix) Ariya Jutanugarn is a Thai ...                See full summary »","['Tanawat Aiemjinda', '| ', '    Stars:', 'Marinda Halpin, ', 'Krissiri Sukhsvasti, ', 'Gigi Velicitat']",71,7.0,0.019529508,0.003892589,0.029481111,0.5697395,0.21963023,0.059618022,0.09810909
6390,Smoorverliefd,(2013),,92 min,"Comedy, Romance",4.8,"Four women in the Miller family: teen daughter Eva, her mother Judith, aunt Barbara and older half-sister Anna, work their way through the chaos called love. The result is a roller coaster ...                See full summary »","['Hilde Van Mieghem', '| ', '    Stars:', 'Susan Visser, ', 'Anna Drijver, ', 'Anna Raadsveld, ', 'Beatrice Hillen']",984,5.0,0.08380832,0.009738462,0.18178928,0.34047717,0.1700345,0.12388473,0.090267524
6391,Country Ever After,(2020– ),TV-PG,,"Music, Reality-TV",6.4,Country singer Coffey Anderson and his hip-hop dancer wife Criscilla as they raise their children and navigate their opposite country vs. city perspectives of life and parenting.,"['Criscilla Anderson, ', 'Coffey Anderson, ', 'Elliot Schiff, ', 'Kelly Sweeney']",175,7.0,0.012312518,0.019862251,0.022754002,0.51703805,0.33629856,0.08120151,0.010533134
6392,Team Hot Wheels: The Skills to Thrill,(2015 TV Movie),,45 min,Animation,7.1,"When Larry's brother Garry arrives in town selling cars that drive themselves, the citizens of Hot Wheels City are thrilled. When these cars start causing problems, it is up to Team Hot Wheels to show their skills.","['Matt Danner', '| ', '    Stars:', 'Ben Diskin, ', 'Jessica Gee-George, ', 'Grant George, ', 'David Lodge']",34,8.0,0.009150656,0.0028933883,0.00071360613,0.88652974,0.06788154,0.0027531967,0.030077934
6393,Love Village,(2022– ),,,"Reality-TV, Romance",,It follows sixteen singles as they relocate to a house in the mountains to see if love might transpire in a tranquil and idyllic setting.,[],,,0.0018237259,0.0028545614,0.00074545614,0.90506065,0.07165526,0.015088824,0.0027715066
6394,Léa & I,(2019),,84 min,Documentary,6.5,"Best friends travel though Latin America meeting shamans, experimenting with plant medicines, and wondering about what makes a life well-lived when one of them might have half the time to live it.","['Camille Shooshani', '| ', '    Stars:', 'Léa Moret, ', 'Camille Shooshani']",220,7.0,0.012225547,0.020267246,0.003835631,0.16695116,0.7121291,0.006278412,0.07831285
6395,Nini Thowok,(2018),,75 min,Horror,7.5,"""Nini Thowok"" film is about Nadine (Natasha Wilona) and her sister Naya (Nicole Rossi) who were forced to open and not to sell an inn Mekar Jiwo as her grandmother's (Jajang C. Noer) inheritance in Solo, West Java.","['Erwin Arnada', '| ', '    Stars:', 'Natasha Wilona, ', 'Amec Aris, ', 'Ingrid Widjanarko, ', 'Jajang C. Noer']",57,8.0,0.104751565,0.092693016,0.013959869,0.00840317,0.06918528,0.7067599,0.00424713
6396,Netflix Acquires Seth Rogen,(2018),TV-MA,6 min,"Short, Comedy",4.9,"Seth Rogen belongs to Netflix, mind, body and soul. Why acquire a talented person's ideas when you can just acquire the talented person?","['Seth Rogen, ', 'Lonny Ross, ', 'Jun Shimizu']",173,5.0,0.017857648,0.012428646,0.002097378,0.0030984827,0.91097456,0.003177909,0.050365455
6397,Room,(I) (2005),Not Rated,75 min,"Drama, Mystery",4.4,"An overworked, middle-aged Texas woman embezzles from her employer and abandons her family to seek out a mysterious room that has been appearing to her in visions during seizure-like attacks.","['Kyle Henry', '| ', '    Stars:', 'Cyndi Williams, ', 'Kenneth Wayne Bradley, ', 'Alex Kiester, ', 'Hannah Nicolas']",452,5.0,0.026828825,0.08843742,0.53718287,0.0028140065,0.23102354,0.024274219,0.08943908
6398,Heart Street,(2014),,90 min,Romance,6.2,"Single father and Deli owner Daan tries to find love online. Katje a beautiful yet self absorbed designer opens a store next door, they instantly dislike each other. Daan daughter Saar ...                See full summary »","['Sanne Vogel', '| ', '    Stars:', 'Marwan Kenzari, ', 'Bracha van Doesburgh, ', 'Georgina Verbaan, ', 'Jan Kooijman']","2,117",7.0,0.25496206,0.036645554,0.04338386,0.08245959,0.066267855,0.37223163,0.1440494
6399,Sun Belt Express,(2014),Unrated,91 min,"Comedy, Drama, Family",6.2,A down-on-his-luck ethics professor ends up on a completely unhinged run across the Mexican border with his teenage daughter in tow - and four undocumented immigrants in the trunk.,"['Evan Buxbaum', '| ', '    Stars:', 'Brett Aresco, ', 'Oscar Avila, ', 'Robert Buxbaum, ', 'Arturo Castro']",380,7.0,0.09764459,0.7956465,0.010544216,0.003507752,0.07544261,0.012723045,0.004491307
6400,Cold Warrior,,,,Drama,,A retired Cold War-era spy helps a younger agent track down a terrorist.,['Shane Black'],,,0.07382419,0.76803225,0.029353648,0.0039781113,0.10566593,0.017587513,0.0015583241
6401,KO One,(2005–2013),,50 min,"Action, Comedy, Drama",5.6,"Wang Da Dong (Jiro Wang), a student at Ba Le High School, leads a group of delinquents who possess special powers that are ranked according to their ""battle level"" on the ""KO chart."" Wang ...                See full summary »","['Hao-Ming Chang, ', 'Wei-hsun Na, ', 'Jiro Wang, ', 'Brent Hsu']",91,6.0,0.11107036,0.049588107,0.10749114,0.10850311,0.33044955,0.1524167,0.14048107
6402,Bella Donna's,(2017),,95 min,Comedy,5.9,"After the death of their best friend, three young women decide to complete her bucket list - only to find one particular entry exceptionally challenging: finding true love.","['Jon Karthaus', '| ', '    Stars:', 'Carolien Spoor, ', 'Kiki van Deursen, ', 'Eva Laurenssen, ', 'Leo Alkemade']",439,6.0,0.006130882,0.011756076,0.0032261512,0.0034466,0.09591464,0.86085385,0.01867178
6403,Estocolmo,(2016),,60 min,"Crime, Drama, Mystery",5.7,"An undercover agent, a prosecutor, and a journalist try to bring down a human trafficking ring, but nothing is as straightforward as it seems.","['Luciano Cáceres, ', 'Juana Viale, ', 'Jorge Marrale, ', 'Pia Galeano']",339,6.0,0.09356226,0.75657636,0.01536913,0.0018595587,0.1005699,0.02975805,0.0023047791
6404,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,(2016 TV Special),,75 min,Comedy,5.9,Comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.,"['Jay Karas', '| ', '    Stars:', 'Jeff Foxworthy, ', 'Nick Hoff, ', 'Larry the Cable Guy']",659,6.0,0.00858392,0.01638343,0.0033720697,0.6228301,0.30988386,0.00950901,0.029437609
6405,Ralphie May: Unruly,(2015 Video),,83 min,Comedy,4.7,"Filmed in front of a raucous crowd, comedian Ralphie May unleashes his hilariously raunchy perspective in his first Netflix original stand-up special.","['John Asher', '| ', '    Star:', 'Ralphie May']",435,5.0,0.0060604364,0.016032223,0.0010171586,0.9342892,0.031625014,0.0042512524,0.0067247534
6406,CRISIS: Special Security Squad,(2017),,54 min,Action,6.8,The Special Investigation Unit is a secret force of specialists in various fields. The unit is under the direct control of the head of the Tokyo Metropolitan Police Department Security ...                See full summary »,"['Shun Oguri, ', 'Hidetoshi Nishijima, ', 'Yuriko Ishida, ', 'Hidekazu Mashima']",263,7.0,0.11469753,0.056476504,0.15571167,0.056701917,0.42057553,0.07929791,0.11653891
6407,Masameer,(2011– ),TV-MA,,"Animation, Adventure, Comedy",8.2,A popular Saudi animation show talks sarcastically about general issues in Saudi Arabia and Arab world by short stories represented by characters that imply some segments of society in Saudi and Arab community,"['Ibraheem Alkhairallah, ', 'Malik Nejer']",693,9.0,0.26687106,0.57602555,0.0015204804,0.0320556,0.10700445,0.0076413695,0.008881408
6408,Untitled Jo Koy Stand-Up Special,(2022 TV Special),,,Comedy,,Add a Plot,['Jo Koy'],,,0.014831012,0.0033326647,0.0033610032,0.007689097,0.946936,0.008139871,0.015710289
6409,Spirit Riding Free: Pony Tales,(2017– ),TV-Y7,,"Animation, Short, Adventure",6.8,"The fun continues for Lucky and her friends with more adventure than ever before. Wherever they go, it's quite a ride -- and you get to come along.","['Amber Frank, ', 'Bailey Gambertoglio, ', 'Sydney Park, ', 'Darcy Rose Byrnes']",95,7.0,0.0040678107,0.002701244,0.00080199895,0.8000327,0.15425606,0.005962109,0.032178055
6410,Wandering Stars,(2019),,86 min,Documentary,7.1,Add a Plot,"['Syrine Boulanouar, ', 'Nekfeu', '| ', '    Stars:', 'Nekfeu, ', 'Syrine Boulanouar, ', 'Damso, ', 'Diabi']",350,8.0,0.014831012,0.0033326647,0.0033610032,0.007689097,0.946936,0.008139871,0.015710289
6411,Watergate,(I),TV-MA,,"Action, Crime, Drama",,A look at the events and historical figures surrounding the 1970s Watergate scandal such as former Attorney General John Mitchell and Richard Nixon counsel John Ehrlichman.,[],,,0.010265515,0.052401036,0.023995148,0.00862824,0.8690006,0.009260373,0.026449049
6412,Heebie Jeebies,(2013 TV Movie),TV-14,85 min,Horror,3.4,"When a haunted gold mine is reopened after a 150 years, a horrific supernatural creature escapes to exact vengeance on a small Southern town.","['Thomas L. Callaway', '| ', '    Stars:', 'Robert Belushi, ', 'Cathy Shim, ', 'Michael Badalucco, ', 'Lucille Soong']",506,4.0,0.009018762,0.054098275,0.9101295,0.000983037,0.014519214,0.0038663142,0.00738485
6413,The Jungle Book,(2010– ),,30 min,"Animation, Adventure, Family",4.2,"An adaptation of the Rudyard Kipling's ""The Jungle Book"", Mowgli, the boy who gets lost in the jungle now lives different adventures.","['Sarah Natochenny, ', 'Billy Bob Thompson, ', 'Abe Goldfarb, ', 'David Wills']",145,5.0,0.0057227993,0.035126034,0.026479917,0.018415077,0.77345556,0.0364912,0.10430947
6414,My Little Pony: Equestria Girls - Friendship Games,(2015),TV-Y,72 min,"Animation, Family, Fantasy",6.4,Canterlot High and a rival school face off in a series of sporting events.,"['Ishi Rudell, ', 'Jayson Thiessen', '| ', '    Stars:', 'Tara Strong, ', 'Rebecca Shoichet, ', 'Ashleigh Ball, ', 'Andrea Libman']","1,910",7.0,0.2704179,0.030983213,0.09867238,0.17327742,0.38551345,0.01920475,0.021930804
6415,Pertaruhan,(2017),,106 min,"Action, Crime, Drama",6.4,"Four brothers Ibra, Elzan, Amar, and Ical attempting to collect money for their father's medical. Always get stalemate, the brothers eventually took a very reckless decision.","['Krishto D. Alam', '| ', '    Stars:', 'Tio Pakusadewo, ', 'Adipati Dolken, ', 'Aliando Syarief, ', 'Jefri Nichol']",155,7.0,0.7792922,0.018017342,0.08727059,0.0026360627,0.086200684,0.02031144,0.0062716184
6416,One More Time,(VI),,,Comedy,,"40-year-old Amelia who is hit by a bus on her birthday. When she wakes up, she suddenly finds the year is 2002 and Amelia is 18 again - allowing her to right all the mistakes she made the ...                See full summary »","['Jonatan Etzler', '| ', '    Star:', 'Hedda Stiernstedt']",,,0.036469556,0.0041022054,0.34000304,0.027717913,0.035195492,0.4079775,0.14853437
6417,Russell Brand from Addiction to Recovery,(2012 TV Movie),,60 min,Documentary,6.8,"After the death of his friend Amy Winehouse from an overdose, Russel Brand looks back on his own years of addiction and wants to show that not all addicts turn out the same way.","['Ross Wilson', '| ', '    Stars:', 'Russell Brand, ', 'Amy Winehouse, ', 'Mitch Winehouse']",422,7.0,0.004038088,0.02394575,0.006813723,0.0032806324,0.09297828,0.864162,0.004781442
6418,Jewish Matchmaking,(II),,,"Reality-TV, Romance",,It follows singles in the US and Israel as they turn their dating life over to a top Jewish matchmaker.,[],,,0.008173639,0.007816505,0.0035465765,0.07757567,0.89044887,0.0036479337,0.008790785
6419,Piola,(2019),,102 min,Drama,6.4,"Two friends spend their time making rap music. One night they find a weapon, while a girl loses her dog. Although seemingly unrelated, these stories are intimately linked, telling the difficult passage from adolescence to adulthood.","['Luis Pérez García', '| ', '    Stars:', 'Pascal Balart, ', 'Steevens Benjamin, ', 'Matías Burgos, ', 'Camila Celedón']",337,7.0,0.032136478,0.6109376,0.018061757,0.007819539,0.27016723,0.051150117,0.009727345
6420,The Trapped 13: How We Survived the Thai Cave,(2022),,101 min,Documentary,,"In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018 and surviving.",['Pailin Wedel'],,,0.0067448206,0.01652235,0.038055364,0.14670898,0.7625653,0.015072228,0.014330939
6421,"El Potro, lo mejor del amor",(2018),,122 min,"Biography, Drama, Music",5.2,A young man with charisma and magnetism enters the atmosphere of tropical music as a romantic singer and undertakes a vertiginous ascent to fame.,"['Lorena Muñoz', '| ', '    Stars:', 'Rodrigo Romero, ', 'Florencia Peña, ', 'Fernán Mirás, ', 'Daniel Aráoz']",749,6.0,0.011741988,0.111206196,0.32582885,0.21305077,0.28598994,0.018668273,0.033513926
6422,Fukrey Boyzzz,(2019– ),TV-Y,,Comedy,6.8,"Choocha, Hunny and Laali pursue their outlandish and sometimes dangerous dreams while the scheming Bholi Punjaban constantly tries to sabotage their plans.","['Viraaj Modgill, ', 'Jasleen Singh, ', 'Pooja Punjabi']",13,7.0,0.5092184,0.023901835,0.1961579,0.012386702,0.23994209,0.010943831,0.00744938
6423,Luke Cage S2: Fresh to Death,(2018 Video),,1 min,"Short, Drama",,Luke Cage becomes a hero and celebrity after what he's done only to face a new threat.,['Matt T. Sample'],,,0.038283832,0.01043686,0.6885096,0.019721083,0.2179572,0.006370613,0.018720768
6424,Sop Dek 2002,(2011),TV-14,96 min,"Horror, Thriller",4.4,Inspired by the true story of a woman who claimed that the ghost of her aborted child was haunting her.,"['Poj Arnon', '| ', '    Stars:', 'Somchai Kemglad, ', 'Pitchanart Sakakorn, ', 'Shinaradee Anupongpichart, ', 'Chudapha Chanthakhet']",285,5.0,0.0029798292,0.013319737,0.96465456,0.0012791957,0.007464283,0.005269725,0.0050327177
6425,Def Comedy Jam 25,(2017 TV Special),TV-MA,80 min,"Documentary, Comedy",6.6,"Def Comedy Jam 25 celebrates the impact and legacy of the groundbreaking HBO comedy series Def Comedy Jam, which debut 25-years ago running from 1992 to 1997. Def Comedy Jam 25 celebrates ...                See full summary »","['Louis J. Horvitz', '| ', '    Stars:', 'Dave Chappelle, ', 'Tiffany Haddish, ', 'Steve Harvey, ', 'Bill Bellamy']","1,122",7.0,0.024895173,0.0032177118,0.009207669,0.66592854,0.124582924,0.0341781,0.13798985
6426,Little Miss Sumo,(2018),,19 min,"Documentary, Short, Biography",6.6,A female sumo wrestler fights against tradition and stigma to win her place in the ring.,"['Matt Kay', '| ', '    Star:', 'Hiyori Kon']",516,7.0,0.055023752,0.3788486,0.014569218,0.062422827,0.47265968,0.00953199,0.0069439276
6427,Ever After High: Dragon Games,(2016 TV Movie),TV-G,90 min,"Animation, Adventure, Drama",7.1,"Dragons return to Ever After High, and so does the Evil Queen. When the most epic competition and evil scheme starts at Ever After High, Raven and Apple must let go of their story conflict and save their beloved school together.","['Harold Harris, ', 'Stuart Shankly, ', 'Dan Fraga, ', 'Audu Paden', '| ', '    Stars:', 'Lindsay Ames, ', 'Valerie Arem, ', 'Malcolm Danare, ', 'Erin Fitzgerald']",304,8.0,0.21323925,0.03119373,0.044428244,0.02490114,0.5202908,0.15193842,0.014008423
6428,Bubbles,(I),,,"Animation, Comedy",,"A chimpanzee tells his story of living with the legendary musician, Michael Jackson.","['Mark Gustafson', '| ', '    Star:', 'Piyali Munshi']",,,0.0026848533,0.010408861,0.0037007006,0.010533416,0.94335705,0.0044854567,0.024829688
6429,Ursul,(2011),,83 min,Comedy,6.5,"At the Bucharest Circus, the new young manager is trying to solve the major financial issues of the company by selling its only bear (old and about to die soon) to German hunters. But the ...                See full summary »","['Dan Chisu', '| ', '    Stars:', 'Serban Pavlu, ', 'Claudiu Bleont, ', 'Gabriel Spahiu, ', 'Mihai Constantin']",708,7.0,0.121355,0.04395435,0.046460204,0.04152317,0.056242578,0.6389506,0.05151414
6430,Onyeka and the Academy of the Sun,,,,"Animation, Adventure, Fantasy",,"A teenager discovers that she has super powers then she travels to Nigeria to learn more about her origins. There, she found out a threat to her newfound magical community.",[],,,0.032706715,0.0050669406,0.90215343,0.0046541244,0.022491679,0.005140514,0.027786631
6431,Chasing Beauty,(2013),Not Rated,90 min,"Documentary, Biography",6.1,"CHASING BEAUTY provides a rare glimpse into the intriguing and complex world of modeling. Behind the glossy covers of Vogue and Glamour lie the rarely talked about, uncensored stories of ...                See full summary »","['Brent Huff', '| ', '    Stars:', 'Kelly Anderson, ', 'Jo Baker, ', 'William Barney, ', 'Dawn Ann Billings']",284,7.0,0.009819248,0.0046302904,0.015413271,0.83013076,0.08804467,0.01924832,0.032713417
6432,Pulau Plastik,(2021),,98 min,Documentary,7.7,"Every day, 93 million single-use straws are used in Indonesia. Together with other plastic waste, they end up in the ocean, break down into microplastics, are eaten by marine life, and end ...                See full summary »","['Dandhy Dwi Laksono, ', 'Rahung Nasution']",27,8.0,0.20773354,0.20355941,0.121805824,0.055547662,0.16749057,0.16575217,0.07811077
6433,O Cangaceiro do Futuro,(2022– ),,30 min,Comedy,,"An every day farther who is struggling to make ends meet in the big city, he resembles twentieth century's most successful bandit leader Lampião. One day he wake up in 1927 where he is mistaken for the real Lampião.","['Thiago Matso, ', 'Amadeu Maia, ', 'Fábio Lago, ', 'Edmilson Filho']",,,0.0052521164,0.02519415,0.1107304,0.0033348408,0.69694054,0.049523626,0.10902438
6434,Sameer,(2017),,129 min,Drama,5.3,A young engineering student is forced to help authorities find his roommate after the latter is suspected of masterminding a series of bombings.,"['Dakxin Bajrange', '| ', '    Stars:', 'Mohd. Zeeshan Ayyub, ', 'Master Shubham Bajrange, ', 'Jay Bhatt, ', 'Seema Biswas']",232,6.0,0.086224936,0.8640829,0.006025437,0.0007127951,0.008326225,0.033433713,0.0011938898
6435,Russell Peters: Notorious,(2013 TV Special),,71 min,Comedy,7.1,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unstrapped in this outrageous stand-up appearance in Sydney, Australia.","['David Higby', '| ', '    Star:', 'Russell Peters']","1,666",8.0,0.27336672,0.6536704,0.006334347,0.0119062895,0.039842132,0.005172179,0.009708001
6436,The Underclass,(2020– ),TV-MA,55 min,Drama,6.7,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.","['Nannaphas Loetnamchoetsakun, ', 'Praewa Suthamphong, ', 'Tanutchai Wijitwongthong, ', 'Sumitra Duangkaew']",66,7.0,0.05152147,0.91606444,0.0030530859,0.0012722422,0.018496098,0.008834936,0.0007577604
6437,Kevin James: Sweat the Small Stuff,(2001 TV Special),TV-PG,60 min,"Documentary, Comedy",7.4,"Kevin James. The big, sweaty, funny man from the hit sitcom The King of Queens performs his talents on stage.","['Paul Miller', '| ', '    Star:', 'Kevin James']","1,096",8.0,0.01944143,0.049594495,0.0046738423,0.613773,0.23937723,0.019652208,0.053487837
6438,Epilogue: The Punchline,(2019 Video),,23 min,"Short, Comedy",7.9,Dave's encore from his special Sticks and Stones.,"['Stan Lathan', '| ', '    Star:', 'Dave Chappelle']",346,8.0,0.0066013183,0.018695844,0.005971809,0.60476834,0.19635363,0.052374028,0.11523501
6439,"Ray Romano: Right Here, Around the Corner",(2019 TV Special),,58 min,"Documentary, Comedy",7.2,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.","['Michael Showalter', '| ', '    Stars:', 'Ray Romano, ', 'Richard Sarvate, ', 'Ryan Reiss']","1,724",8.0,0.018552613,0.0347347,0.0037101074,0.012797103,0.87842065,0.010559113,0.041225683
6440,Michael Che: Shame the Devil,(2021 TV Special),TV-MA,58 min,Comedy,6.4,"Michael Che returns to the stage in Oakland and tackles American patriotism, Black leadership, jealous exes, loose bears, mental health and more.","['Kristian Mercado', '| ', '    Star:', 'Michael Che']","1,119",7.0,0.025074998,0.028440183,0.009064005,0.14320315,0.70603734,0.07649327,0.011687075
6441,Sins,(2012),,84 min,"Action, Thriller",2.3,David begins experiencing cloudy memories of a long-lost life amidst the violent Cortello family in Sicily Ã¢â'¬Â¦ a family he ultimately betrayed. And the wages of sin are deadly.,"['Carlo Fusco', '| ', '    Stars:', 'Domenico Albergo, ', 'Gabriele Arena, ', 'Steven Bauer, ', 'Vin Bejleri']",328,3.0,0.40391567,0.26937935,0.066134945,0.0036891347,0.0206122,0.2348801,0.0013885527
6442,Jeremy Scott: The People's Designer,(2015),PG-13,110 min,"Documentary, Biography",6.4,The story of fashion designer Jeremy Scott's ascent from a small town in Missouri to his current position as the Creative Director of Moschino.,"['Vlad Yudin', '| ', '    Stars:', 'Jeremy Scott, ', 'Devon Aoki, ', 'Eva Chen, ', 'Miley Cyrus']",404,7.0,0.011311714,0.008725827,0.06542066,0.23190191,0.48287868,0.011659416,0.18810186
6443,Rory Scovel Tries Stand-Up for the First Time,(2017 TV Special),TV-MA,66 min,"Documentary, Comedy",6.7,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the thong song","['Scott Moran', '| ', '    Stars:', 'Rory Scovel, ', 'Jack White, ', 'Ben Swank, ', 'Ben Kronberg']",840,7.0,0.036560506,0.019611154,0.09707628,0.008157329,0.5173214,0.054555696,0.2667176
6444,My Friend Rockefeller,(2015),,86 min,"Documentary, Biography, Crime",6.2,"Portrait of Christian Gerhartsreiter, who posed as a Rockefeller heir for decades, but who was, in fact, a con artist and a murderer.","['Steffi Kammerer', '| ', '    Stars:', 'Christian Karl Gerhartsreiter, ', 'Dan Banks, ', 'Sandra Boss, ', 'Meredith Brucker']",703,7.0,0.0236726,0.9536851,0.004181534,0.0004067345,0.008605047,0.008604147,0.0008448556
